Date,open,high,low,close,volume,return_1d,return_3d,rolling_volatility_5d,article_count,avg_sentiment,max_pos_sentiment,max_neg_sentiment,position,cash
2025-07-01,156.2899932861328,157.1999969482422,151.49000549316406,153.3000030517578,213143600,,,,0,,,,0,10000.0
2025-07-02,152.97999572753906,157.60000610351562,152.97000122070312,157.25,171224100,,,,0,,,,0,10000.0
2025-07-03,158.3699951171875,160.97999572753906,157.77000427246094,159.33999633789062,143716100,,,,0,,,,0,10000.0
2025-07-07,158.1999969482422,159.30999755859375,157.33999633789062,158.24000549316406,140139000,,,,0,,,,0,10000.0
2025-07-08,159.3300018310547,160.22000122070312,158.38999938964844,160.0,138133000,,,,0,,,,0,10000.0
2025-07-09,161.22000122070312,164.4199981689453,161.16000366210938,162.8800048828125,183656400,,,,0,,,,0,10000.0
2025-07-10,164.32000732421875,164.5,161.61000061035156,164.10000610351562,167704100,,,,0,,,,0,10000.0
2025-07-11,163.72000122070312,167.88999938964844,163.47000122070312,164.9199981689453,193633300,,,,0,,,,0,10000.0
2025-07-14,165.3699951171875,165.49000549316406,162.02000427246094,164.07000732421875,136975800,,,,0,,,,0,10000.0
2025-07-15,171.19000244140625,172.39999389648438,169.1999969482422,170.6999969482422,230627400,,,,0,,,,0,10000.0
2025-07-16,171.05999755859375,171.75,168.89999389648438,171.3699951171875,158831500,,,,0,,,,0,10000.0
2025-07-17,172.02000427246094,174.16000366210938,170.8300018310547,173.0,160841100,,,,0,,,,0,10000.0
2025-07-18,173.63999938964844,174.25,171.25999450683594,172.41000366210938,146456400,,,,0,,,,0,10000.0
2025-07-21,172.75,173.3800048828125,171.0,171.3800048828125,123126100,,,,0,,,,0,10000.0
2025-07-22,171.33999633789062,171.38999938964844,164.5800018310547,167.02999877929688,193114300,,,,0,,,,0,10000.0
2025-07-23,169.52999877929688,171.25999450683594,167.97000122070312,170.77999877929688,154082200,,,,0,,,,0,10000.0
2025-07-24,172.44000244140625,173.8300018310547,171.3000030517578,173.74000549316406,128984600,,,,0,,,,0,10000.0
2025-07-25,173.61000061035156,174.72000122070312,172.9600067138672,173.5,122316800,,,,0,,,,0,10000.0
2025-07-28,174.02000427246094,177.0,173.97000122070312,176.75,140023500,,,,0,,,,0,10000.0
2025-07-29,177.9600067138672,179.3800048828125,175.02000427246094,175.50999450683594,154077500,,,,0,,,,0,10000.0
2025-07-30,176.50999450683594,179.88999938964844,176.0399932861328,179.27000427246094,174312200,,,,0,,,,0,10000.0
2025-07-31,182.89999389648438,183.3000030517578,175.92999267578125,177.8699951171875,221685400,,,,0,,,,0,10000.0
2025-08-01,174.08999633789062,176.5399932861328,170.88999938964844,173.72000122070312,204529000,,,,0,,,,0,10000.0
2025-08-04,175.16000366210938,180.1999969482422,174.52000427246094,180.0,148174600,,,,0,,,,0,10000.0
2025-08-05,179.6199951171875,180.25999450683594,175.89999389648438,178.25999450683594,156407600,,,,0,,,,0,10000.0
2025-08-06,176.3300018310547,179.89999389648438,176.25,179.4199981689453,137192300,,,,0,,,,0,10000.0
2025-08-07,181.57000732421875,183.8800048828125,178.8000030517578,180.77000427246094,151878400,,,,0,,,,0,10000.0
2025-08-08,181.5500030517578,183.3000030517578,180.39999389648438,182.6999969482422,123396700,,,,0,,,,0,10000.0
2025-08-11,182.0500030517578,183.83999633789062,180.25,182.05999755859375,138323200,,,,0,,,,0,10000.0
2025-08-12,182.9600067138672,184.47999572753906,179.4600067138672,183.16000366210938,145485700,,,,0,,,,0,10000.0
2025-08-13,182.6199951171875,183.97000122070312,179.35000610351562,181.58999633789062,179871700,,,,0,,,,0,10000.0
2025-08-14,179.75,183.02000427246094,179.4600067138672,182.02000427246094,129554000,,,,0,,,,0,10000.0
2025-08-15,181.8800048828125,181.89999389648438,178.0399932861328,180.4499969482422,156602200,,,,0,,,,0,10000.0
2025-08-18,180.60000610351562,182.94000244140625,180.58999633789062,182.00999450683594,132008000,,,,0,,,,0,10000.0
2025-08-19,182.42999267578125,182.5,175.49000549316406,175.63999938964844,185229200,,,,0,,,,0,10000.0
2025-08-20,175.1699981689453,176.0,168.8000030517578,175.39999389648438,215142700,,,,0,,,,0,10000.0
2025-08-21,174.85000610351562,176.89999389648438,173.80999755859375,174.97999572753906,140040900,,,,0,,,,0,10000.0
2025-08-22,172.61000061035156,178.58999633789062,171.1999969482422,177.99000549316406,172789400,,,,0,,,,0,10000.0
2025-08-25,178.35000610351562,181.91000366210938,176.57000732421875,179.80999755859375,163012800,,,,0,,,,0,10000.0
2025-08-26,180.05999755859375,182.38999938964844,178.80999755859375,181.77000427246094,168688200,,,,0,,,,0,10000.0
2025-08-27,181.97999572753906,182.49000549316406,179.10000610351562,181.60000610351562,235518900,,,,0,,,,0,10000.0
2025-08-28,180.82000732421875,184.47000122070312,176.41000366210938,180.1699981689453,281787800,,,,0,,,,0,10000.0
2025-08-29,178.11000061035156,178.14999389648438,173.14999389648438,174.17999267578125,243257900,,,,0,,,,0,10000.0
2025-09-02,170.0,172.3800048828125,167.22000122070312,170.77999877929688,231164900,,,,0,,,,0,10000.0
2025-09-03,171.05999755859375,172.41000366210938,168.8800048828125,170.6199951171875,164424900,,,,0,,,,0,10000.0
2025-09-04,170.57000732421875,171.86000061035156,169.41000366210938,171.66000366210938,141670100,,,,0,,,,0,10000.0
2025-09-05,168.02999877929688,169.02999877929688,164.07000732421875,167.02000427246094,224441400,,,,0,,,,0,10000.0
2025-09-08,167.5500030517578,170.9600067138672,167.35000610351562,168.30999755859375,163769100,,,,0,,,,0,10000.0
2025-09-09,169.08999633789062,170.97999572753906,166.74000549316406,170.75999450683594,157548400,,,,0,,,,0,10000.0
2025-09-10,176.63999938964844,179.2899932861328,175.47000122070312,177.3300018310547,226852000,,,,0,,,,0,10000.0
2025-09-11,179.67999267578125,180.27999877929688,176.47999572753906,177.1699981689453,151159300,,,,0,,,,0,10000.0
2025-09-12,177.77000427246094,178.60000610351562,176.4499969482422,177.82000732421875,124911000,,,,0,,,,0,10000.0
2025-09-15,175.6699981689453,178.85000610351562,174.50999450683594,177.75,147061600,,,,0,,,,0,10000.0
2025-09-16,177.0,177.5,174.3800048828125,174.8800048828125,140737800,,,,0,,,,0,10000.0
2025-09-17,172.63999938964844,173.1999969482422,168.41000366210938,170.2899932861328,211843800,,,,0,,,,0,10000.0
2025-09-18,173.97999572753906,177.10000610351562,172.9600067138672,176.24000549316406,191763300,,,,0,,,,0,10000.0
2025-09-19,175.77000427246094,178.0800018310547,175.17999267578125,176.6699981689453,237182100,,,,0,,,,0,10000.0
2025-09-22,175.3000030517578,184.5500030517578,174.7100067138672,183.61000061035156,269637000,,,,0,,,,0,10000.0
2025-09-23,181.97000122070312,182.4199981689453,176.2100067138672,178.42999267578125,192559600,,,,0,,,,0,10000.0
2025-09-24,179.77000427246094,179.77999877929688,175.39999389648438,176.97000122070312,143564100,,,,0,,,,0,10000.0
2025-09-25,174.47999572753906,180.25999450683594,173.1300048828125,177.69000244140625,191586700,,,,0,,,,0,10000.0
2025-09-26,178.1699981689453,179.77000427246094,174.92999267578125,178.19000244140625,148573700,,,,0,,,,0,10000.0
2025-09-29,180.42999267578125,184.0,180.32000732421875,181.85000610351562,193063500,,,,0,,,,0,10000.0
2025-09-30,182.0800018310547,187.35000610351562,181.47999572753906,186.5800018310547,236981000,,,,0,,,,0,10000.0
2025-10-01,185.24000549316406,188.13999938964844,183.89999389648438,187.24000549316406,173844900,,,,0,,,,0,10000.0
2025-10-02,189.60000610351562,191.0500030517578,188.05999755859375,188.88999938964844,136805800,,,,0,,,,0,10000.0
2025-10-03,189.19000244140625,190.36000061035156,185.3800048828125,187.6199951171875,137596900,,,,0,,,,0,10000.0
2025-10-06,185.5,187.22999572753906,183.3300018310547,185.5399932861328,157678100,,,,0,,,,0,10000.0
2025-10-07,186.22999572753906,189.05999755859375,184.0,185.0399932861328,140088000,,,,0,,,,0,10000.0
2025-10-08,186.57000732421875,189.60000610351562,186.5399932861328,189.11000061035156,130168900,,,,0,,,,0,10000.0
2025-10-09,192.22999572753906,195.3000030517578,191.05999755859375,192.57000732421875,182997200,,,,0,,,,0,10000.0
2025-10-10,193.50999450683594,195.6199951171875,182.0500030517578,183.16000366210938,268774400,,,,0,,,,0,10000.0
2025-10-13,187.97000122070312,190.11000061035156,185.9600067138672,188.32000732421875,153482800,,,,0,,,,0,10000.0
2025-10-14,184.77000427246094,184.8000030517578,179.6999969482422,180.02999877929688,205641400,,,,0,,,,0,10000.0
2025-10-15,184.8000030517578,184.8699951171875,177.2899932861328,179.8300018310547,214450500,,,,0,,,,0,10000.0
2025-10-16,182.22999572753906,183.27999877929688,179.77000427246094,181.80999755859375,179723300,,,,0,,,,0,10000.0
2025-10-17,180.17999267578125,184.10000610351562,179.75,183.22000122070312,173135200,,,,0,,,,0,10000.0
2025-10-20,183.1300048828125,185.1999969482422,181.72999572753906,182.63999938964844,128544700,,,,0,,,,0,10000.0
2025-10-21,182.7899932861328,182.7899932861328,179.8000030517578,181.16000366210938,124240200,,,,0,,,,0,10000.0
2025-10-22,181.13999938964844,183.44000244140625,176.75999450683594,180.27999877929688,162249600,,,,0,,,,0,10000.0
2025-10-23,180.4199981689453,183.02999877929688,179.7899932861328,182.16000366210938,111363700,,,,0,,,,0,10000.0
